EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary $,Monthly Salary $,Bonus %,Bonus Awarded,Bonus Amount $,Total Salary $,Country,City
E03956,EVERLY WALKER,SR. MANAGER,SALES,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,62,02/08/1999,137995,11499.583333333334,14,Y,19319.3,157314.3,UNITED STATES,AUSTIN
E00218,DAVID DESAI,VICE PRESIDENT,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,47,22/11/2016,253249,21104.083333333332,31,Y,78507.18999999999,331756.19,UNITED STATES,AUSTIN
E03890,NEVAEH JONES,VICE PRESIDENT,SALES,MANUFACTURING,FEMALE,CAUCASIAN,31,20/08/2020,219693,18307.75,30,Y,65907.9,285600.9,UNITED STATES,AUSTIN
E04940,HUDSON WILLIAMS,VICE PRESIDENT,SALES,SPECIALITY PRODUCTS,MALE,BLACK,36,19/03/2018,195200,16266.666666666666,36,Y,70272.0,265472.0,UNITED STATES,AUSTIN
E03383,LINCOLN HALL,DIRECTOR,ACCOUNTING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,26,28/07/2020,180664,15055.333333333334,27,Y,48779.280000000006,229443.28,UNITED STATES,CHICAGO
E03630,JACOB DAVIS,DIRECTOR,ACCOUNTING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,36,03/09/2016,150399,12533.25,28,Y,42111.72,192510.72,UNITED STATES,CHICAGO
E00836,WESLEY KING,MANAGER,ACCOUNTING,MANUFACTURING,MALE,CAUCASIAN,57,19/01/2019,101577,8464.75,5,Y,5078.85,106655.85,UNITED STATES,CHICAGO
E03305,HANNAH KING,MANAGER,ACCOUNTING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,31,07/10/2014,114911,9575.916666666666,7,Y,8043.7699999999995,122954.77,UNITED STATES,CHICAGO
E02923,ETHAN TANG,SR. ANALYST,ACCOUNTING,SPECIALITY PRODUCTS,MALE,ASIAN,54,04/05/2016,93668,7805.666666666667,0,N,0.0,93668.0,UNITED STATES,CHICAGO
E02960,NOVA HILL,SR. ANALYST,ACCOUNTING,MANUFACTURING,FEMALE,CAUCASIAN,56,10/03/2018,90040,7503.333333333333,0,N,0.0,90040.0,UNITED STATES,CHICAGO
E04126,DOMINIC BAKER,SR. ANALYST,ACCOUNTING,MANUFACTURING,MALE,BLACK,51,09/10/2020,91853,7654.416666666667,0,N,0.0,91853.0,UNITED STATES,CHICAGO
E01486,MASON CHO,VICE PRESIDENT,ACCOUNTING,RESEARCH & DEVELOPMENT,MALE,ASIAN,59,18/05/2011,192213,16017.75,40,Y,76885.20000000001,269098.2,UNITED STATES,CHICAGO
E01839,STELLA ALEXANDER,AUTOMATION ENGINEER,ENGINEERING,CORPORATE,FEMALE,CAUCASIAN,52,10/12/2005,102043,8503.583333333334,0,N,0.0,102043.0,UNITED STATES,CHICAGO
E02417,ALICE YOUNG,AUTOMATION ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,46,24/01/2008,91621,7635.083333333333,0,N,0.0,91621.0,UNITED STATES,CHICAGO
E02179,PEYTON OWENS,CONTROLS ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,48,25/09/2014,96693,8057.75,0,N,0.0,96693.0,UNITED STATES,CHICAGO
E03984,HAILEY FOSTER,CONTROLS ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,BLACK,55,21/03/2021,95562,7963.5,0,N,0.0,95562.0,UNITED STATES,CHICAGO
E00608,ANNA HAN,DEVELOPMENT ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,ASIAN,29,09/11/2019,75012,6251.0,0,N,0.0,75012.0,UNITED STATES,CHICAGO
E00703,WESLEY DOMINGUEZ,ENGINEERING MANAGER,ENGINEERING,CORPORATE,MALE,LATINO,45,27/04/2018,115490,9624.166666666666,12,Y,13858.800000000001,129348.8,UNITED STATES,CHICAGO
E01357,PAISLEY HUNTER,ENGINEERING MANAGER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,61,15/01/2010,98110,8175.833333333333,13,Y,12754.300000000001,110864.3,UNITED STATES,CHICAGO
E02148,CHRISTOPHER VEGA,ENGINEERING MANAGER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,LATINO,54,27/10/2007,106313,8859.416666666666,15,Y,15946.95,122259.95,UNITED STATES,CHICAGO
E04345,ELIANA GRANT,ENGINEERING MANAGER,ENGINEERING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,64,20/06/1994,109456,9121.333333333334,10,Y,10945.599999999999,120401.6,UNITED STATES,CHICAGO
E01797,PIPER LEWIS,FIELD ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,33,22/12/2018,83990,6999.166666666667,0,N,0.0,83990.0,UNITED STATES,CHICAGO
E04226,ANDREW MOORE,OPERATIONS ENGINEER,ENGINEERING,MANUFACTURING,MALE,CAUCASIAN,47,02/01/2001,120628,10052.333333333334,0,N,0.0,120628.0,UNITED STATES,CHICAGO
E00306,PIPER PATTERSON,QUALITY ENGINEER,ENGINEERING,CORPORATE,FEMALE,CAUCASIAN,45,19/06/2019,88045,7337.083333333333,0,N,0.0,88045.0,UNITED STATES,CHICAGO
E01141,GIANNA WILLIAMS,QUALITY ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,BLACK,27,28/01/2021,95786,7982.166666666667,0,N,0.0,95786.0,UNITED STATES,CHICAGO
E04369,SANTIAGO F GRAY,QUALITY ENGINEER,ENGINEERING,CORPORATE,MALE,CAUCASIAN,27,11/09/2018,80745,6728.75,0,N,0.0,80745.0,UNITED STATES,CHICAGO
E04484,VIVIAN THAO,QUALITY ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,45,23/04/2015,60017,5001.416666666667,0,N,0.0,60017.0,UNITED STATES,CHICAGO
E02825,WYATT LI,VICE PRESIDENT,ENGINEERING,MANUFACTURING,MALE,ASIAN,63,03/06/2013,254289,21190.75,39,Y,99172.70999999999,353461.70999999996,UNITED STATES,CHICAGO
E01639,EVERLEIGH SIMMONS,ANALYST,FINANCE,MANUFACTURING,FEMALE,CAUCASIAN,55,16/04/2021,48266,4022.1666666666665,0,N,0.0,48266.0,UNITED STATES,CHICAGO
E01981,GENESIS BANKS,ANALYST,FINANCE,CORPORATE,FEMALE,CAUCASIAN,63,16/03/2012,46081,3840.0833333333335,0,N,0.0,46081.0,UNITED STATES,CHICAGO
E03247,CAROLINE JENKINS,ANALYST,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,27,06/05/2018,49011,4084.25,0,N,0.0,49011.0,UNITED STATES,CHICAGO
E02572,LUNA SANDERS,DIRECTOR,FINANCE,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,50,26/10/2006,163099,13591.583333333334,20,Y,32619.8,195718.8,UNITED STATES,CHICAGO
E01070,LEONARDO MARTIN,MANAGER,FINANCE,SPECIALITY PRODUCTS,MALE,BLACK,51,16/02/1995,125375,10447.916666666666,9,Y,11283.75,136658.75,UNITED STATES,CHICAGO
E03720,GENESIS HUNTER,MANAGER,FINANCE,CORPORATE,FEMALE,CAUCASIAN,48,22/04/1999,102847,8570.583333333334,5,Y,5142.35,107989.35,UNITED STATES,CHICAGO
E00626,LUNA SIMMONS,SR. ANALYST,FINANCE,CORPORATE,FEMALE,CAUCASIAN,28,04/09/2020,95045,7920.416666666667,0,N,0.0,95045.0,UNITED STATES,CHICAGO
E03838,MADELINE WALKER,SR. ANALYST,FINANCE,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,34,13/06/2018,77203,6433.583333333333,0,N,0.0,77203.0,UNITED STATES,CHICAGO
E00711,MELODY CHIN,SR. MANAGER,FINANCE,CORPORATE,FEMALE,ASIAN,43,15/10/2006,153492,12791.0,11,Y,16884.120000000003,170376.12,UNITED STATES,CHICAGO
E02769,RILEY MARQUEZ,SR. MANAGER,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,LATINO,39,18/10/2019,122829,10235.75,11,Y,13511.189999999999,136340.19,UNITED STATES,CHICAGO
E01006,AUTUMN LEUNG,VICE PRESIDENT,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,25,15/11/2021,210708,17559.0,33,Y,69533.64,280241.64,UNITED STATES,CHICAGO
E02687,CAROLINE NELSON,VICE PRESIDENT,FINANCE,CORPORATE,FEMALE,CAUCASIAN,36,11/01/2014,202323,16860.25,39,Y,78905.97,281228.97,UNITED STATES,CHICAGO
E03694,ELENA PATTERSON,VICE PRESIDENT,FINANCE,SPECIALITY PRODUCTS,FEMALE,BLACK,38,09/11/2018,223805,18650.416666666668,36,Y,80569.8,304374.8,UNITED STATES,CHICAGO
E03571,LINCOLN HENDERSON,BUSINESS PARTNER,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,CAUCASIAN,28,27/06/2021,48510,4042.5,0,N,0.0,48510.0,UNITED STATES,CHICAGO
E02017,CONNOR JOSEPH,DIRECTOR,HUMAN RESOURCES,CORPORATE,MALE,CAUCASIAN,50,22/07/1998,174895,14574.583333333334,15,Y,26234.25,201129.25,UNITED STATES,CHICAGO
E00676,ISAAC YOON,MANAGER,HUMAN RESOURCES,CORPORATE,MALE,ASIAN,41,06/02/2019,126950,10579.166666666666,10,Y,12695.0,139645.0,UNITED STATES,CHICAGO
E02235,RILEY RAMIREZ,SR. BUSINESS PARTNER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,LATINO,52,13/09/1999,92994,7749.5,0,N,0.0,92994.0,UNITED STATES,CHICAGO
E03681,LYLA CHEN,SR. BUSINESS PARTNER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,45,26/04/2019,90870,7572.5,0,N,0.0,90870.0,UNITED STATES,CHICAGO
E01111,SANTIAGO F MOUA,SR. MANAGER,HUMAN RESOURCES,CORPORATE,MALE,ASIAN,45,07/05/2010,145093,12091.083333333334,12,Y,17411.16,162504.16,UNITED STATES,CHICAGO
E01412,EVA JENKINS,SR. MANAGER,HUMAN RESOURCES,MANUFACTURING,FEMALE,BLACK,55,10/11/2004,142318,11859.833333333334,14,Y,19924.52,162242.52,UNITED STATES,CHICAGO
E01902,ELEANOR LI,SR. MANAGER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,64,07/12/2003,125807,10483.916666666666,15,Y,18871.05,144678.05,UNITED STATES,CHICAGO
E00640,PAISLEY BRYANT,CLOUD INFRASTRUCTURE ARCHITECT,IT,MANUFACTURING,FEMALE,BLACK,37,27/04/2016,91400,7616.666666666667,0,N,0.0,91400.0,UNITED STATES,CHICAGO
E02227,SOFIA PARKER,CLOUD INFRASTRUCTURE ARCHITECT,IT,MANUFACTURING,FEMALE,CAUCASIAN,36,30/05/2014,99080,8256.666666666666,0,N,0.0,99080.0,UNITED STATES,CHICAGO
E04267,GREYSON SANDERS,CLOUD INFRASTRUCTURE ARCHITECT,IT,SPECIALITY PRODUCTS,MALE,BLACK,28,06/03/2019,90304,7525.333333333333,0,N,0.0,90304.0,UNITED STATES,CHICAGO
E02832,PENELOPE JORDAN,COMPUTER SYSTEMS MANAGER,IT,MANUFACTURING,FEMALE,CAUCASIAN,26,27/09/2019,84913,7076.083333333333,7,Y,5943.91,90856.91,UNITED STATES,CHICAGO
E04174,MAVERICK HENRY,COMPUTER SYSTEMS MANAGER,IT,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,26,10/07/2019,69110,5759.166666666667,5,Y,3455.5,72565.5,UNITED STATES,CHICAGO
E04762,AUDREY RICHARDSON,DIRECTOR,IT,MANUFACTURING,FEMALE,CAUCASIAN,46,06/10/2018,166259,13854.916666666666,17,Y,28264.03,194523.03,UNITED STATES,CHICAGO
E04547,AVERY GRANT,ENTERPRISE ARCHITECT,IT,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,49,05/03/2014,88777,7398.083333333333,0,N,0.0,88777.0,UNITED STATES,CHICAGO
E04697,ELEANOR WILLIAMS,ENTERPRISE ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,61,09/02/2005,64462,5371.833333333333,0,N,0.0,64462.0,UNITED STATES,CHICAGO
E03166,AUSTIN EDWARDS,IT COORDINATOR,IT,MANUFACTURING,MALE,BLACK,42,24/09/2006,52733,4394.416666666667,0,N,0.0,52733.0,UNITED STATES,CHICAGO
E00287,MAVERICK FIGUEROA,IT SYSTEMS ARCHITECT,IT,CORPORATE,MALE,LATINO,48,06/07/2008,94815,7901.25,0,N,0.0,94815.0,UNITED STATES,CHICAGO
E01479,SERENITY BAILEY,IT SYSTEMS ARCHITECT,IT,MANUFACTURING,FEMALE,CAUCASIAN,55,21/11/2011,81218,6768.166666666667,0,N,0.0,81218.0,UNITED STATES,CHICAGO
E01958,ANGEL LIN,NETWORK ADMINISTRATOR,IT,MANUFACTURING,MALE,ASIAN,27,24/12/2020,92321,7693.416666666667,0,N,0.0,92321.0,UNITED STATES,CHICAGO
E03474,VIOLET HALL,SOLUTIONS ARCHITECT,IT,CORPORATE,FEMALE,CAUCASIAN,40,10/12/2010,97807,8150.583333333333,0,N,0.0,97807.0,UNITED STATES,CHICAGO
E03685,SILAS HUNTER,SOLUTIONS ARCHITECT,IT,CORPORATE,MALE,BLACK,55,04/05/1998,62174,5181.166666666667,0,N,0.0,62174.0,UNITED STATES,CHICAGO
E03890,EVERETT KHAN,SOLUTIONS ARCHITECT,IT,MANUFACTURING,MALE,ASIAN,43,18/01/2017,86417,7201.416666666667,0,N,0.0,86417.0,UNITED STATES,CHICAGO
E00085,MASON WATSON,SR. MANAGER,IT,CORPORATE,MALE,CAUCASIAN,46,14/09/2004,130274,10856.166666666666,11,Y,14330.14,144604.14,UNITED STATES,CHICAGO
E04217,LYDIA WILLIAMS,SYSTEM ADMINISTRATOR,IT,MANUFACTURING,FEMALE,BLACK,35,29/10/2014,91592,7632.666666666667,0,N,0.0,91592.0,UNITED STATES,CHICAGO
E03455,HADLEY FORD,SYSTEMS ANALYST,IT,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,52,23/02/2005,45286,3773.8333333333335,0,N,0.0,45286.0,UNITED STATES,CHICAGO
E03058,ROBERT WRIGHT,TECHNICAL ARCHITECT,IT,MANUFACTURING,MALE,CAUCASIAN,30,14/06/2015,67489,5624.083333333333,0,N,0.0,67489.0,UNITED STATES,CHICAGO
E03941,ISLA HAN,TECHNICAL ARCHITECT,IT,MANUFACTURING,FEMALE,ASIAN,58,18/06/2005,86089,7174.083333333333,0,N,0.0,86089.0,UNITED STATES,CHICAGO
E01070,GRAYSON BROWN,VICE PRESIDENT,IT,CORPORATE,MALE,CAUCASIAN,38,22/06/2016,249870,20822.5,34,Y,84955.79999999999,334825.8,UNITED STATES,CHICAGO
E02747,KINSLEY ACOSTA,VICE PRESIDENT,IT,SPECIALITY PRODUCTS,FEMALE,LATINO,32,22/07/2020,192749,16062.416666666666,31,Y,59752.19,252501.19,UNITED STATES,CHICAGO
E00824,EVERLEIGH ADAMS,ANALYST II,MARKETING,MANUFACTURING,FEMALE,CAUCASIAN,33,14/03/2020,68846,5737.166666666667,0,N,0.0,68846.0,UNITED STATES,CHICAGO
E00874,ALEXANDER CHOI,MANAGER,MARKETING,RESEARCH & DEVELOPMENT,MALE,ASIAN,55,18/09/1994,102270,8522.5,10,Y,10227.0,112497.0,UNITED STATES,CHICAGO
E02943,BELLA LOPEZ,SR. ANALYST,MARKETING,CORPORATE,FEMALE,LATINO,32,12/11/2013,88895,7407.916666666667,0,N,0.0,88895.0,UNITED STATES,CHICAGO
E02716,DOMINIC DINH,SR. MANAGER,MARKETING,SPECIALITY PRODUCTS,MALE,ASIAN,45,11/04/2005,128468,10705.666666666666,11,Y,14131.480000000001,142599.48,UNITED STATES,CHICAGO
E02468,ELLA HUANG,VICE PRESIDENT,MARKETING,CORPORATE,FEMALE,ASIAN,45,28/02/2016,211637,17636.416666666668,31,Y,65607.47,277244.47,UNITED STATES,CHICAGO
E02613,EVERLY LAI,VICE PRESIDENT,MARKETING,SPECIALITY PRODUCTS,FEMALE,ASIAN,52,01/04/1998,182035,15169.583333333334,30,Y,54610.5,236645.5,UNITED STATES,CHICAGO
E04645,ELIAS AHMED,VICE PRESIDENT,MARKETING,CORPORATE,MALE,ASIAN,57,04/08/2017,183190,15265.833333333334,36,Y,65948.40000000001,249138.40000000002,UNITED STATES,CHICAGO
E02769,ELIZA ADAMS,ACCOUNT REPRESENTATIVE,SALES,MANUFACTURING,FEMALE,CAUCASIAN,26,21/11/2021,63137,5261.416666666667,0,N,0.0,63137.0,UNITED STATES,CHICAGO
E03000,HAILEY HONG,ACCOUNT REPRESENTATIVE,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,33,22/01/2021,56405,4700.416666666667,0,N,0.0,56405.0,UNITED STATES,CHICAGO
E03980,LYDIA HUYNH,ACCOUNT REPRESENTATIVE,SALES,SPECIALITY PRODUCTS,FEMALE,ASIAN,45,16/08/2000,60113,5009.416666666667,0,N,0.0,60113.0,UNITED STATES,CHICAGO
E02295,AXEL JORDAN,ANALYST,SALES,CORPORATE,MALE,CAUCASIAN,47,28/02/2013,54635,4552.916666666667,0,N,0.0,54635.0,UNITED STATES,CHICAGO
E00412,EZRA BANKS,ANALYST II,SALES,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,37,23/04/2010,57531,4794.25,0,N,0.0,57531.0,UNITED STATES,CHICAGO
E00245,LUCAS DANIELS,MANAGER,SALES,CORPORATE,MALE,BLACK,42,29/05/2011,102440,8536.666666666666,6,Y,6146.400000000001,108586.4,UNITED STATES,CHICAGO
E03894,CHARLOTTE CHANG,MANAGER,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,50,07/05/2000,106428,8869.0,7,Y,7449.96,113877.96,UNITED STATES,CHICAGO
E00538,CALEB XIONG,SR. ACCOUNT REPRESENTATIVE,SALES,CORPORATE,MALE,ASIAN,38,28/11/2011,74010,6167.5,0,N,0.0,74010.0,UNITED STATES,CHICAGO
E02121,LEVI BROWN,SR. ANALYST,SALES,CORPORATE,MALE,BLACK,36,26/12/2021,75119,6259.916666666667,0,N,0.0,75119.0,UNITED STATES,CHICAGO
E02522,SILAS RIVERA,VICE PRESIDENT,SALES,CORPORATE,MALE,LATINO,48,28/02/2000,258081,21506.75,30,Y,77424.3,335505.3,UNITED STATES,CHICAGO
E03583,BROOKS MARQUEZ,VICE PRESIDENT,SALES,CORPORATE,MALE,LATINO,61,24/09/2019,201464,16788.666666666668,37,Y,74541.68000000001,276005.68,UNITED STATES,CHICAGO
E01749,NATHAN LEE,ANALYST,ACCOUNTING,MANUFACTURING,MALE,ASIAN,29,20/08/2016,58703,4891.916666666667,0,N,0.0,58703.0,UNITED STATES,COLUMBUS
E04131,RUBY CHOI,ANALYST,ACCOUNTING,MANUFACTURING,FEMALE,ASIAN,40,06/12/2018,57225,4768.75,0,N,0.0,57225.0,UNITED STATES,COLUMBUS
E04150,NATALIA VU,ANALYST,ACCOUNTING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,54,29/12/2006,55518,4626.5,0,N,0.0,55518.0,UNITED STATES,COLUMBUS
E00282,JEREMIAH CASTILLO,ANALYST II,ACCOUNTING,RESEARCH & DEVELOPMENT,MALE,LATINO,58,12/04/2006,64202,5350.166666666667,0,N,0.0,64202.0,UNITED STATES,COLUMBUS
E00103,NORA PARK,DIRECTOR,ACCOUNTING,SPECIALITY PRODUCTS,FEMALE,ASIAN,29,28/06/2017,197649,16470.75,20,Y,39529.8,237178.8,UNITED STATES,COLUMBUS
E01309,EVERLEIGH JIANG,DIRECTOR,ACCOUNTING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,58,14/05/2003,173071,14422.583333333334,29,Y,50190.590000000004,223261.59,UNITED STATES,COLUMBUS
E02900,ELENA RICHARDSON,MANAGER,ACCOUNTING,MANUFACTURING,FEMALE,CAUCASIAN,34,03/10/2014,103707,8642.25,9,Y,9333.63,113040.63,UNITED STATES,COLUMBUS
E00825,ANNA MOLINA,SR. ANALYST,ACCOUNTING,CORPORATE,FEMALE,LATINO,41,12/06/2016,70165,5847.083333333333,0,N,0.0,70165.0,UNITED STATES,COLUMBUS
E02534,VICTORIA JOHNSON,SR. MANAGER,ACCOUNTING,CORPORATE,FEMALE,CAUCASIAN,55,28/05/2004,159885,13323.75,12,Y,19186.199999999997,179071.2,UNITED STATES,COLUMBUS
E03694,HAILEY WATSON,SR. MANAGER,ACCOUNTING,CORPORATE,FEMALE,BLACK,31,20/01/2017,124629,10385.75,10,Y,12462.9,137091.9,UNITED STATES,COLUMBUS
E03289,CHRISTOPHER LAM,VICE PRESIDENT,ACCOUNTING,MANUFACTURING,MALE,ASIAN,64,29/03/2013,252325,21027.083333333332,40,Y,100930.0,353255.0,UNITED STATES,COLUMBUS
E04413,ANDREW THOMAS,CONTROLS ENGINEER,ENGINEERING,MANUFACTURING,MALE,CAUCASIAN,36,02/12/2016,113781,9481.75,0,N,0.0,113781.0,UNITED STATES,COLUMBUS
E02696,RYAN LU,DEVELOPMENT ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,25,08/07/2021,67275,5606.25,0,N,0.0,67275.0,UNITED STATES,COLUMBUS
E01966,THOMAS WILLIAMS,FIELD ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,45,21/11/2015,87292,7274.333333333333,0,N,0.0,87292.0,UNITED STATES,COLUMBUS
E02378,AUDREY SMITH,FIELD ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,58,27/10/1995,70189,5849.083333333333,0,N,0.0,70189.0,UNITED STATES,COLUMBUS
E01633,ADDISON DO,OPERATIONS ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,ASIAN,46,30/05/2001,90678,7556.5,0,N,0.0,90678.0,UNITED STATES,COLUMBUS
E02856,AMELIA KAUR,OPERATIONS ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,30,14/11/2015,77442,6453.5,0,N,0.0,77442.0,UNITED STATES,COLUMBUS
E00265,MILA VASQUEZ,QUALITY ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,LATINO,60,16/07/1998,92932,7744.333333333333,0,N,0.0,92932.0,UNITED STATES,COLUMBUS
E01807,CAMERON EVANS,TEST ENGINEER,ENGINEERING,CORPORATE,MALE,CAUCASIAN,50,13/12/2018,63098,5258.166666666667,0,N,0.0,63098.0,UNITED STATES,COLUMBUS
E02190,GABRIEL CARTER,TEST ENGINEER,ENGINEERING,MANUFACTURING,MALE,CAUCASIAN,57,18/07/2018,71167,5930.583333333333,0,N,0.0,71167.0,UNITED STATES,COLUMBUS
E04004,EVERLEIGH SHAH,TEST ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,36,14/12/2018,96757,8063.083333333333,0,N,0.0,96757.0,UNITED STATES,COLUMBUS
E04222,QUINN XIONG,TEST ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,55,08/09/2013,73248,6104.0,0,N,0.0,73248.0,UNITED STATES,COLUMBUS
E00917,SKYLAR BELL,VICE PRESIDENT,ENGINEERING,MANUFACTURING,FEMALE,CAUCASIAN,30,06/03/2018,255431,21285.916666666668,36,Y,91955.16,347386.16000000003,UNITED STATES,COLUMBUS
E01425,ANTHONY ROGERS,VICE PRESIDENT,ENGINEERING,CORPORATE,MALE,CAUCASIAN,33,18/06/2015,205314,17109.5,30,Y,61594.2,266908.2,UNITED STATES,COLUMBUS
E02914,MARIA WILSON,VICE PRESIDENT,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,51,14/06/1996,200246,16687.166666666668,34,Y,68083.64,268329.64,UNITED STATES,COLUMBUS
E00941,SOPHIE ALI,ANALYST,FINANCE,MANUFACTURING,FEMALE,ASIAN,55,28/03/2002,50475,4206.25,0,N,0.0,50475.0,UNITED STATES,COLUMBUS
E03864,ELLA HUNTER,ANALYST,FINANCE,MANUFACTURING,FEMALE,CAUCASIAN,51,18/01/2017,53799,4483.25,0,N,0.0,53799.0,UNITED STATES,COLUMBUS
E00399,CONNOR WALKER,ANALYST II,FINANCE,MANUFACTURING,MALE,CAUCASIAN,30,18/03/2019,54714,4559.5,0,N,0.0,54714.0,UNITED STATES,COLUMBUS
E00417,ATHENA CARRILLO,ANALYST II,FINANCE,SPECIALITY PRODUCTS,FEMALE,LATINO,39,06/04/2006,71531,5960.916666666667,0,N,0.0,71531.0,UNITED STATES,COLUMBUS
E00501,MELODY HO,ANALYST II,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,55,02/12/2007,64494,5374.5,0,N,0.0,64494.0,UNITED STATES,COLUMBUS
E02628,NORA NELSON,ANALYST II,FINANCE,MANUFACTURING,FEMALE,CAUCASIAN,41,09/01/2007,50685,4223.75,0,N,0.0,50685.0,UNITED STATES,COLUMBUS
E04221,ROMAN KING,ANALYST II,FINANCE,CORPORATE,MALE,CAUCASIAN,60,16/08/2007,58671,4889.25,0,N,0.0,58671.0,UNITED STATES,COLUMBUS
E04005,LINCOLN WONG,SR. ANALYST,FINANCE,CORPORATE,MALE,ASIAN,49,07/06/2019,80700,6725.0,0,N,0.0,80700.0,UNITED STATES,COLUMBUS
E02706,LUCY FIGUEROA,SR. MANAGER,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,LATINO,45,10/01/2016,149761,12480.083333333334,12,Y,17971.32,167732.32,UNITED STATES,COLUMBUS
E02907,JOSE SINGH,SR. MANAGER,FINANCE,SPECIALITY PRODUCTS,MALE,ASIAN,44,06/04/2010,142878,11906.5,12,Y,17145.36,160023.36,UNITED STATES,COLUMBUS
E03612,GRAYSON COOPER,SR. MANAGER,FINANCE,SPECIALITY PRODUCTS,MALE,BLACK,64,29/06/2013,159571,13297.583333333334,10,Y,15957.1,175528.1,UNITED STATES,COLUMBUS
E03947,LOGAN SOTO,VICE PRESIDENT,FINANCE,RESEARCH & DEVELOPMENT,MALE,LATINO,36,18/08/2018,223404,18617.0,32,Y,71489.28,294893.28,UNITED STATES,COLUMBUS
E02044,CAROLINE ALEXANDER,BUSINESS PARTNER,HUMAN RESOURCES,MANUFACTURING,FEMALE,BLACK,42,18/09/2020,47071,3922.5833333333335,0,N,0.0,47071.0,UNITED STATES,COLUMBUS
E04358,GRAYSON SOTO,BUSINESS PARTNER,HUMAN RESOURCES,MANUFACTURING,MALE,LATINO,34,03/08/2015,52200,4350.0,0,N,0.0,52200.0,UNITED STATES,COLUMBUS
E00364,MATTHEW HOWARD,DIRECTOR,HUMAN RESOURCES,MANUFACTURING,MALE,CAUCASIAN,50,17/10/2021,172180,14348.333333333334,30,Y,51654.0,223834.0,UNITED STATES,COLUMBUS
E02206,JOSE HENDERSON,DIRECTOR,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,BLACK,41,17/04/2015,152239,12686.583333333334,23,Y,35014.97,187253.97,UNITED STATES,COLUMBUS
E04299,PAISLEY HALL,DIRECTOR,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,41,21/05/2010,153275,12772.916666666666,24,Y,36786.0,190061.0,UNITED STATES,COLUMBUS
E03097,BROOKS STEWART,HRIS ANALYST,HUMAN RESOURCES,MANUFACTURING,MALE,BLACK,45,19/12/2015,51983,4331.916666666667,0,N,0.0,51983.0,UNITED STATES,COLUMBUS
